hedge_fund,date,¥«­È,¥[½X,´î½X,XIRR
Fairholme Capital Management,2018/11/14,519133232.8,0,124304456.3,-0.045083965
Fairholme Capital Management,2019/2/14,435068029.3,0,82895552.12,-0.044245936
Fairholme Capital Management,2019/5/15,461066118.1,0,3619241,-0.038438791
Fairholme Capital Management,2019/8/14,461566871.4,0,3154024,-0.037109677
Fairholme Capital Management,2019/11/14,494052039.1,21030777,5294258.1,-0.033746812
Fairholme Capital Management,2020/2/14,583305776.2,0,19592451.12,-0.017158646
Fairholme Capital Management,2020/5/15,482657894.9,26586652.7,1116894.9,-0.035141372
Fairholme Capital Management,2020/8/14,611869642.9,0,5763788.3,-0.015297216
Fairholme Capital Management,2020/11/16,841371433.8,29930277.2,11039676.4,0.009794154
Fairholme Capital Management,2021/2/16,1527925769,67031837,15859039,0.06352443
Fairholme Capital Management,2021/5/17,1231249938,33241694,92252872,0.04465707
Fairholme Capital Management,2021/8/16,1242719071,35161232,29420514,0.04407332
Fairholme Capital Management,2021/11/15,1529576085,82735497,40359272.57,0.059884064
Fairholme Capital Management,2022/2/14,1430835078,51668601,23317419.4,0.05025944
Fairholme Capital Management,2022/5/16,1405924087,44755646,67204998,0.048952921
Fairholme Capital Management,2022/8/15,1282254929,26540260,14239275,0.038830247
Fairholme Capital Management,2022/11/14,1139185425,11456704,15087434.4,0.028108799
Fairholme Capital Management,2023/2/14,1393553269,6882200,32936531.74,0.046154996
Fairholme Capital Management,2023/5/15,1201574768,2861480,62500276.3,0.037033511
Fairholme Capital Management,2023/8/14,1641537099,20738008,93396604,0.06440677
Fairholme Capital Management,2023/11/14,1290035103,22926645,69355475,0.047785654
Fairholme Capital Management,2024/1/9,1463611279,0,0,0.056233905
Goldentree Asset Management,2014/2/14,380523782.2,0,0,0
Goldentree Asset Management,2014/5/15,276666361.7,107232774.6,212270832.6,0.012642783
Goldentree Asset Management,2014/8/14,315802006,164584599.1,137483318,0.082851254
Goldentree Asset Management,2014/11/14,233920847.8,107670119,203626073.1,0.115645208
Goldentree Asset Management,2015/2/17,193868316.5,52436921.12,109964357.6,0.151763907
Goldentree Asset Management,2015/5/15,196365451,61697242.44,68873703.2,0.160444137
Goldentree Asset Management,2015/8/14,197190765.9,42224577.46,38094695.11,0.133863181
Goldentree Asset Management,2015/11/16,187819599.1,68047508.38,58727210.37,0.077582144
Goldentree Asset Management,2016/2/16,87802960.12,3518676.2,76551640.03,0.012292809
Goldentree Asset Management,2016/5/16,103224647.5,46605389.64,49326899.16,0.049094055
Goldentree Asset Management,2016/8/15,119047977.7,0,0,0.075793179
Goldentree Asset Management,2016/11/14,90005452.31,71571488.43,118193451.9,0.100782973
Goldentree Asset Management,2017/2/14,207127053.8,155209055.8,39271121.3,0.099254789
Goldentree Asset Management,2017/5/15,160132876.2,78930501.11,141550338.5,0.113668073
Goldentree Asset Management,2017/8/14,190432556.5,154013742,132494642.7,0.11904056
Goldentree Asset Management,2017/11/14,307372496.9,220956532.7,104203899.2,0.113095346
Goldentree Asset Management,2018/2/14,516866948.5,290069594.7,41668749.66,0.060117433
Goldentree Asset Management,2018/5/15,492776112.6,342552375.3,468880632,0.146412644
Goldentree Asset Management,2018/8/14,300900328.5,180086511.7,397157355.1,0.152096458
Goldentree Asset Management,2018/11/14,301721055.3,109422264.2,73518123.57,0.120982313
Goldentree Asset Management,2019/2/14,676876795.6,510641046,119365861.8,0.103903493
Goldentree Asset Management,2019/5/15,306172817.8,69733242.1,406521871.6,0.070192811
Goldentree Asset Management,2019/8/14,341326009.6,93311886.95,34433622.96,0.050103937
Goldentree Asset Management,2019/11/14,374360261.6,87291030.32,114770207.4,0.085272077
Goldentree Asset Management,2020/2/14,470282996,128091119,57371855.36,0.094489741
Goldentree Asset Management,2020/5/15,458548068.3,304107947.1,145366322.7,-0.01741396
Goldentree Asset Management,2020/8/14,650653582.7,316404230.7,160381025.7,0.009274203
Goldentree Asset Management,2020/11/16,794978527.7,311311162.1,257509570.9,0.056321301
Goldentree Asset Management,2021/2/16,1101728848,309927445.2,313283676.5,0.156565063
Goldentree Asset Management,2021/5/17,735385162.6,144187409.6,604469578.4,0.169178319
Goldentree Asset Management,2021/8/16,1050128552,568828611,250357895.8,0.162081135
Goldentree Asset Management,2021/11/15,1157038297,293593791.1,277114145.4,0.171960063
Goldentree Asset Management,2022/2/14,1159817260,245766685,228056884.2,0.160817559
Goldentree Asset Management,2022/5/16,1110509429,287512060.6,281853470.1,0.143010967
Goldentree Asset Management,2022/8/15,1096232895,332887327,271489336.3,0.121996773
Goldentree Asset Management,2022/11/14,1075254886,87622690.44,176496615.1,0.128443635
Goldentree Asset Management,2023/2/14,979576913.3,126849301.4,336291223.2,0.141133219
Goldentree Asset Management,2023/5/15,891242198.5,338709180.1,335412034.4,0.122435833
Goldentree Asset Management,2023/8/14,979373544.2,342575878.9,396636309.9,0.139004963
Goldentree Asset Management,2023/11/14,774246792.1,162295874.9,307502788.7,0.126738057
Goldentree Asset Management,2024/1/9,872063653.1,0,0,0.137491439
SIR Capital Management,2014/2/14,490606590.6,0,0,0
SIR Capital Management,2014/5/15,536767345.3,308787811,322662870.7,0.597093893
SIR Capital Management,2014/8/14,528652034.3,205087366,225156639.6,0.32273003
SIR Capital Management,2014/11/14,594728431.8,297784742.7,166908119.7,0.020305254
SIR Capital Management,2015/2/17,347617553.1,188478695,358332551,-0.137686346
SIR Capital Management,2015/5/15,644458564.5,438309010.3,153119746.9,-0.097396753
SIR Capital Management,2015/8/14,888639196.2,584537383,198413308.4,-0.271841969
SIR Capital Management,2015/11/16,683340558.4,342600554.1,482277222.7,-0.267423977
SIR Capital Management,2016/2/16,1381744478,1192348805,287251445.3,-0.420491115
SIR Capital Management,2016/5/16,1759790982,148041830.6,326627548.3,0.046970813
SIR Capital Management,2016/8/15,2037811449,239906011.5,220711579.8,0.14837225
SIR Capital Management,2016/11/14,1920013716,216047082.8,773688633.2,0.265093349
SIR Capital Management,2017/2/14,693755292.8,362978503.7,2000339183,0.33694445
SIR Capital Management,2017/5/15,715096697.1,426996461.3,335429704.3,0.31058378
SIR Capital Management,2017/8/14,711837374.3,249141093.7,165853709.2,0.282610575
SIR Capital Management,2017/11/14,814297250.6,291684153.4,252347866.7,0.285865045
SIR Capital Management,2018/2/14,399793019.2,197590771.7,555653215.1,0.266391403
SIR Capital Management,2018/5/15,653378289.2,346305626.9,157946768.5,0.273298371
SIR Capital Management,2018/8/14,865718293.5,599511100.3,355212265.1,0.262015515
SIR Capital Management,2018/11/14,1171832627,704895424.6,220675147.8,0.226442463
SIR Capital Management,2019/2/14,549277915.1,240763921.9,551148452.7,0.162925407
SIR Capital Management,2019/5/15,628097486.2,350872265.7,307810266.8,0.165635391
SIR Capital Management,2019/8/14,450714971,160210403.4,204349789.6,0.136976674
SIR Capital Management,2019/11/14,359059676.4,216609729.1,349950509.1,0.141894445
SIR Capital Management,2020/2/14,408434553.3,169480876.6,79861516.74,0.132615391
SIR Capital Management,2020/5/15,268921852.9,142122408.4,142335678.6,0.103776754
SIR Capital Management,2020/8/14,319450483.6,165711217.4,140960603.1,0.10755339
SIR Capital Management,2020/11/16,298081442.7,125127598.5,129053174.7,0.102594692
SIR Capital Management,2021/2/16,468863692.1,201964731.1,140122879,0.120362896
SIR Capital Management,2021/5/17,441884317.5,208035221.6,321877030.5,0.13141849
SIR Capital Management,2021/8/16,405383810.3,131027925.4,134886221.2,0.124843283
SIR Capital Management,2021/11/15,566406140,231972588.5,191118722.2,0.139044312
SIR Capital Management,2022/2/14,572391456.3,205465932.9,261999400,0.144125697
SIR Capital Management,2022/5/16,492774336.3,155312198.8,297382939.5,0.148683454
SIR Capital Management,2022/8/15,621809612.9,286705865.1,178367503.2,0.149018399
SIR Capital Management,2022/11/14,616817552.1,168942684.2,282251198.9,0.15690909
SIR Capital Management,2023/2/14,863270984.5,409919893,130512248.1,0.152096228
SIR Capital Management,2023/5/15,762408876.4,320426055.1,294500294.9,0.138047768
SIR Capital Management,2023/8/14,849990073.2,249303088.2,292771011.9,0.147272097
SIR Capital Management,2023/11/14,699649436.6,166924325.1,248523493,0.139143269
SIR Capital Management,2024/1/9,692859401.7,0,0,0.13737991
Robotti Robert,2014/2/14,161102638.6,0,0,0
Robotti Robert,2014/5/15,151453595.6,3282782.12,8765152.73,-0.100819066
Robotti Robert,2014/8/14,152483294.7,2690462.01,5331721.37,-0.006303078
Robotti Robert,2014/11/14,126099645.9,7135942.05,19582366.82,-0.121383211
Robotti Robert,2015/2/17,130639600.6,12668016.53,11820585.06,-0.069986821
Robotti Robert,2015/5/15,145148737.3,326344.19,2984798.24,0.034141078
Robotti Robert,2015/8/14,128912720.6,1958085.04,10157428.5,-0.007266211
Robotti Robert,2015/11/16,114038843.8,5355150.13,11794326.07,-0.039960925
Robotti Robert,2016/2/16,93095660.36,11199433.43,8602576.03,-0.125777827
Robotti Robert,2016/5/16,171416175.9,36905356.48,6863302.1,0.044824753
Robotti Robert,2016/8/15,268974745.5,131592588.5,22977775.34,0.010105808
Robotti Robert,2016/11/14,332957620.9,116734559.2,5610248.25,-0.112801787
Robotti Robert,2017/2/14,364736472.6,70552927.46,2317138.96,-0.177866732
Robotti Robert,2017/5/15,289511746.6,1174681.91,4036176.63,-0.306491264
Robotti Robert,2017/8/14,285625733.8,10887683.48,1036057.59,-0.281407966
Robotti Robert,2017/11/14,244933148.4,34705203.75,108954936,-0.182123449
Robotti Robert,2018/2/14,251911972.8,7909874.84,6930850.75,-0.155355255
Robotti Robert,2018/5/15,270045426.2,5387351.25,4620168.63,-0.119333249
Robotti Robert,2018/8/14,261150213,6995293.95,11709371.48,-0.114362457
Robotti Robert,2018/11/14,219048456.4,2802956.88,5067812.42,-0.151538451
Robotti Robert,2019/2/14,203952040.6,15203977.48,21379472.59,-0.151577719
Robotti Robert,2019/5/15,181339747.6,2455091,14125854.46,-0.154864622
Robotti Robert,2019/8/14,182814493.9,10279192.79,7087892.55,-0.14839246
Robotti Robert,2019/11/14,207632123.9,6393859.95,4278674.14,-0.117513427
Robotti Robert,2020/2/14,217090543.9,17393446.37,17268416.7,-0.103004226
Robotti Robert,2020/5/15,120848896.2,13252579.25,8799318,-0.20622304
Robotti Robert,2020/8/14,198884263.9,26854517.54,11717252.86,-0.126544995
Robotti Robert,2020/11/16,202222309.9,7178485.15,23090555.27,-0.103634463
Robotti Robert,2021/2/16,259206543.4,5983644.8,12189840.93,-0.054348138
Robotti Robert,2021/5/17,366343164.4,93847620.59,4047692.98,-0.041866757
Robotti Robert,2021/8/16,366486801.2,8746111.31,18083316.05,-0.034601495
Robotti Robert,2021/11/15,440992896,5532681.08,3432983.19,0.00049424
Robotti Robert,2022/2/14,402408542.1,9764109.55,42110159.76,-0.002064042
Robotti Robert,2022/5/16,423671664.4,24332435.03,13992945.32,0.002260813
Robotti Robert,2022/8/15,420310995.9,14255838.73,11483176.23,-0.000104497
Robotti Robert,2022/11/14,453999495.3,31265458.33,11990273.89,0.005002438
Robotti Robert,2023/2/14,544031631.7,20602298.13,22825029.52,0.033003108
Robotti Robert,2023/5/15,558126849.3,6645666.88,30654035.66,0.041772129
Robotti Robert,2023/8/14,615733913.3,9316977.12,89821733.45,0.070771471
Robotti Robert,2023/11/14,591230948.9,27911096.19,15957135.57,0.061510697
Robotti Robert,2024/1/9,669165803.9,0,0,0.075150714
Encompass Capital Advisors,2014/2/14,788359442.7,0,0,0
Encompass Capital Advisors,2014/5/15,252037847.2,232991001,713950185.2,-0.255688057
Encompass Capital Advisors,2014/8/14,106681836,92969508,235791817,-0.204527415
Encompass Capital Advisors,2014/11/14,152382679.9,113781707.6,48649325.81,-0.247731976
Encompass Capital Advisors,2015/2/17,175383971.7,110717905,82434181.11,-0.231222225
Encompass Capital Advisors,2015/5/15,673783737.5,615207526.9,120548256,-0.192994578
Encompass Capital Advisors,2015/8/14,380746509.3,296518917.8,436745064,-0.417024814
Encompass Capital Advisors,2015/11/16,568153675,423772847.2,221224219.5,-0.35878815
Encompass Capital Advisors,2016/2/16,821202439.8,652326505.2,182723565.5,-0.589870559
Encompass Capital Advisors,2016/5/16,446587559.1,81579764.65,810098294.5,-0.087000986
Encompass Capital Advisors,2016/8/15,96085931,35760909,452298964.1,-0.030670134
Encompass Capital Advisors,2016/11/14,143012417,116710521.2,73434250,-0.027553828
Encompass Capital Advisors,2017/2/14,188477044.6,164505752.5,138831045.9,-0.013320158
Encompass Capital Advisors,2017/5/15,214229414.6,161801357,113251076.5,-0.028133563
Encompass Capital Advisors,2017/8/14,536641081.9,466207864.5,99529230.77,-0.057555834
Encompass Capital Advisors,2017/11/14,580975426,252812226.6,227661418,-0.040087216
Encompass Capital Advisors,2018/2/14,584532914.3,218827271.1,130404138.6,-0.089408956
Encompass Capital Advisors,2018/5/15,1300328479,913820728.2,333955213.8,-0.007959747
Encompass Capital Advisors,2018/8/14,783594517.2,313219523.7,775719062.1,-0.030150842
Encompass Capital Advisors,2018/11/14,1344434227,1138075354,403257954.2,-0.108447434
Encompass Capital Advisors,2019/2/14,679559309.5,415338218.2,678736955.5,-0.335358767
Encompass Capital Advisors,2019/5/15,1684719249,1225316317,285488531,-0.24441455
Encompass Capital Advisors,2019/8/14,553699811.5,226847025.7,796270912.4,-0.522978596
Encompass Capital Advisors,2019/11/14,695832705.4,373363028.5,238992889.4,-0.452127683
Encompass Capital Advisors,2020/2/14,715568568.2,245061492.7,193255502.8,-0.411405189
Encompass Capital Advisors,2020/5/15,678051226.2,456168732.2,147830090.5,-0.585156655
Encompass Capital Advisors,2020/8/14,556996961.9,256845210.8,554267580.5,-0.39305745
Encompass Capital Advisors,2020/11/16,638548701.1,296768244.9,209579807.2,-0.362087897
Encompass Capital Advisors,2021/2/16,904753144.6,332266222.3,458364264.5,-0.191705472
Encompass Capital Advisors,2021/5/17,783541663.6,272220291.3,447185985.8,-0.16503588
Encompass Capital Advisors,2021/8/16,712602559.4,187717587.3,267946377.7,-0.154282101
Encompass Capital Advisors,2021/11/15,732073975.7,273169316.8,441694078.6,-0.107416032
Encompass Capital Advisors,2022/2/14,740785084,321803018.8,285970373.1,-0.10871063
Encompass Capital Advisors,2022/5/16,867147567.1,396340346.7,337253803.7,-0.092402019
Encompass Capital Advisors,2022/8/15,1393748131,685266846.6,274094686.7,-0.07000225
Encompass Capital Advisors,2022/11/14,1730331285,682919676.7,442526300.4,-0.052718894
Encompass Capital Advisors,2023/2/14,1593069806,522347157.4,523329147.3,-0.068002806
Encompass Capital Advisors,2023/5/15,1345886075,463452389,549474409.4,-0.087155325
Encompass Capital Advisors,2023/8/14,1578909864,680739406.8,564364021.5,-0.066870731
Encompass Capital Advisors,2023/11/14,1286425176,420244166.1,571096183.1,-0.081879325
Encompass Capital Advisors,2024/1/9,1300366760,0,0,-0.077782046
Elm Ridge Management,2014/2/14,1521266045,0,0,0
Elm Ridge Management,2014/5/15,1792431512,95090815.55,247797409.4,1.709638612
Elm Ridge Management,2014/8/14,442307344.3,38473880.89,1454646446,0.798544733
Elm Ridge Management,2014/11/14,450518542.6,71962636.36,73817476.83,0.711574725
Elm Ridge Management,2015/2/17,382351479.8,66478152.82,149421183.4,0.651099126
Elm Ridge Management,2015/5/15,319246925.7,15664966.41,95734250.43,0.620550131
Elm Ridge Management,2015/8/14,281525576.1,70862114.23,65349788.3,0.549428107
Elm Ridge Management,2015/11/16,318937468.9,91983381.74,33955068.03,0.508082214
Elm Ridge Management,2016/2/16,241510725.4,12659283.8,40247294.04,0.448570663
Elm Ridge Management,2016/5/16,565375308.9,318807688.5,57403390.15,0.473606516
Elm Ridge Management,2016/8/15,561778554.3,46963079.55,127982079.6,0.484198972
Elm Ridge Management,2016/11/14,624455428.4,4282050.6,73770632.36,0.516576324
Elm Ridge Management,2017/2/14,746667962.1,27824475.12,41371953.74,0.540290004
Elm Ridge Management,2017/5/15,546120750.2,45256932.95,29193363.39,0.438753473
Elm Ridge Management,2017/8/14,406188344.2,3457591.84,23718476.37,0.374920617
Elm Ridge Management,2017/11/14,357345981,5950691.73,34994179.37,0.354478283
Elm Ridge Management,2018/2/14,396337403.7,59620445.6,22861396.45,0.345005715
Elm Ridge Management,2018/5/15,532644919.1,60733699.95,12645622.4,0.363698289
Elm Ridge Management,2018/8/14,444803697.9,9630359.06,22184564.55,0.32831944
Elm Ridge Management,2018/11/14,353849042.1,15237054.98,12872520.83,0.287675318
Elm Ridge Management,2019/2/14,270775889.5,25442018.58,7792100.53,0.242319924
Elm Ridge Management,2019/5/15,212514184.5,6688791.91,90014016.28,0.246190899
Elm Ridge Management,2019/8/14,145857220.6,13688005.49,6919358.91,0.213090094
Elm Ridge Management,2019/11/14,178171863.8,31171548.58,12366081.76,0.215595702
Elm Ridge Management,2020/2/14,184053164.7,2919128.73,8099780.75,0.216369605
Elm Ridge Management,2020/5/15,40037618.35,4321294.15,20876280.62,0.156820203
Elm Ridge Management,2020/8/14,28633182.72,3811032.32,54131567.49,0.175349069
Elm Ridge Management,2020/11/16,32383868.85,3613799.24,4096082.32,0.176661037
Elm Ridge Management,2021/2/16,36457918.41,4842607.8,8203853.11,0.179148044
Elm Ridge Management,2021/5/17,48756528.17,7802662.04,5619752.23,0.182426702
Elm Ridge Management,2021/8/16,49985152.64,8261467.21,4361960.39,0.180709221
Elm Ridge Management,2021/11/15,61094597.71,6057729.61,7357321.49,0.184232288
Elm Ridge Management,2022/2/14,68372949.91,9115422.37,10160313.85,0.186041307
Elm Ridge Management,2022/5/16,74158005.93,12146791.36,12711152.54,0.187050261
Elm Ridge Management,2022/8/15,84715891.55,15580813.3,4254507.92,0.185907674
Elm Ridge Management,2022/11/14,87767536.21,8280512.33,9228312.05,0.185995323
Elm Ridge Management,2023/2/14,89090694.21,12704194.73,7770855.75,0.184027321
Elm Ridge Management,2023/5/15,70457836.65,3966578.24,7116854.59,0.17896432
Elm Ridge Management,2023/8/14,70323189.19,1744872.4,12822450.16,0.181008876
Elm Ridge Management,2023/11/14,65632261.34,5883961.55,5567837.16,0.179049203
Elm Ridge Management,2024/1/9,68290569.7,0,0,0.179284598
Point72 Asset Management,2014/8/14,10676445578,0,0,0
Point72 Asset Management,2014/11/14,8861742733,4469229332,5906810949,-0.132963342
Point72 Asset Management,2015/2/17,8962931900,4771762441,4940808920,-0.020872456
Point72 Asset Management,2015/5/15,35243633432,31032381469,4957169108,0.013606783
Point72 Asset Management,2015/8/14,16026704010,5450000876,35090737852,0.707912278
Point72 Asset Management,2015/11/16,8680145114,4563618207,11121892720,0.539346878
Point72 Asset Management,2016/2/16,7239113018,3728187046,3890803008,0.435350747
Point72 Asset Management,2016/5/16,9503506266,5415139673,3977479492,0.441465803
Point72 Asset Management,2016/8/15,10266195332,4681344809,4809094282,0.44089269
Point72 Asset Management,2016/11/14,11050507222,4958206697,4282684289,0.414748244
Point72 Asset Management,2017/2/14,9275112871,4733451520,7620273635,0.417421623
Point72 Asset Management,2017/5/15,11955707397,7561370370,4932694157,0.399068761
Point72 Asset Management,2017/8/14,10782440333,5133247322,6035036270,0.370822186
Point72 Asset Management,2017/11/14,12848704188,6297115432,4947881609,0.367385409
Point72 Asset Management,2018/2/14,14196253409,6845341662,5846302170,0.354917278
Point72 Asset Management,2018/5/15,16258592481,7729043261,6497011772,0.350535385
Point72 Asset Management,2018/8/14,17957504067,9642906686,7745093040,0.328995904
Point72 Asset Management,2018/11/14,13944243462,6491895044,8174460429,0.275201358
Point72 Asset Management,2019/2/14,16005472342,9092598521,6564488168,0.254939502
Point72 Asset Management,2019/5/15,14788358528,7478267947,8874015419,0.244265297
Point72 Asset Management,2019/8/14,12806464500,6134333974,7716168483,0.227330508
Point72 Asset Management,2019/11/14,13074389555,6262006384,6856418508,0.229721255
Point72 Asset Management,2020/2/14,14651870038,7603558742,7622281131,0.240112328
Point72 Asset Management,2020/5/15,10855441843,5478195651,6453607543,0.198481264
Point72 Asset Management,2020/8/14,12537365449,7048797424,7537624503,0.217294223
Point72 Asset Management,2020/11/16,16064186236,8004410221,5533666751,0.221266808
Point72 Asset Management,2021/2/16,16833245590,7990212307,10942411324,0.245418946
Point72 Asset Management,2021/5/17,16261488493,7627829767,7905176246,0.23630087
Point72 Asset Management,2021/8/16,15685634049,6673523014,7510020016,0.23185938
Point72 Asset Management,2021/11/15,18718845028,8614259375,6648376460,0.233397359
Point72 Asset Management,2022/2/14,17417447600,8214457526,7390851506,0.212809867
Point72 Asset Management,2022/5/16,16948175818,8743795333,6938368284,0.19066925
Point72 Asset Management,2022/8/15,21468621388,10550804465,7581620797,0.196239045
Point72 Asset Management,2022/11/14,22525456526,10943256058,8637403828,0.181273569
Point72 Asset Management,2023/2/14,24642433291,11916185742,11057807567,0.183186461
Point72 Asset Management,2023/5/15,24794960694,12277802131,11895256274,0.175272453
Point72 Asset Management,2023/8/14,25093546216,10774706367,11893687121,0.177626104
Point72 Asset Management,2023/11/14,25917870350,12065529380,10083269242,0.16495109
Point72 Asset Management,2024/1/9,28828491759,0,0,0.177534231
Altarock Partners,2015/2/17,76482207.94,0,0,0
Altarock Partners,2015/5/15,129622071.9,45916100.18,0,0.460303418
Altarock Partners,2015/8/14,194533641.1,61436939.45,0,0.233276475
Altarock Partners,2015/11/16,253500059.8,69448570.71,243493,0.004788944
Altarock Partners,2016/2/16,243237867.8,23895857.6,0,-0.205320269
Altarock Partners,2016/5/16,318777203.6,27249217.72,0,0.064036521
Altarock Partners,2016/8/15,409255623,142184172.1,88423935.03,0.166645892
Altarock Partners,2016/11/14,481282363.2,72225036,2993554.53,0.134579447
Altarock Partners,2017/2/14,524049809.9,50516462.44,34430133,0.155283755
Altarock Partners,2017/5/15,480458875,469450,45341041.28,0.128833506
Altarock Partners,2017/8/14,563187641.6,19976922.44,0,0.187873033
Altarock Partners,2017/11/14,513118856.3,19496796.39,60739113.2,0.153296087
Altarock Partners,2018/2/14,591486115.9,72769951.8,37595107.26,0.174955762
Altarock Partners,2018/5/15,849316270.9,251127857.9,16666950,0.17448559
Altarock Partners,2018/8/14,942851282.4,137432220.1,74099906.94,0.171562279
Altarock Partners,2018/11/14,1005653879,58251858,7000833,0.156675355
Altarock Partners,2019/2/14,951728705.2,104225489.3,231484377.5,0.173649128
Altarock Partners,2019/5/15,1030916082,0,0,0.190170852
Altarock Partners,2019/8/14,1146956215,35449611.76,19906367.67,0.208999235
Altarock Partners,2019/11/14,1220059990,61053246.76,124017954,0.232120317
Altarock Partners,2020/2/14,1417605251,0,0,0.263761346
Altarock Partners,2020/5/15,1349108839,257078305.1,46735530.5,0.180619802
Altarock Partners,2020/8/14,1623626849,139390561.6,212097523.3,0.241425068
Altarock Partners,2020/11/16,1741308435,19196945.86,63917095.97,0.253084341
Altarock Partners,2021/2/16,1726833296,463577645.6,432210345.3,0.230513719
Altarock Partners,2021/5/17,2120591795,243490603.9,43375179.38,0.244860786
Altarock Partners,2021/8/16,2887108022,577935365.5,0,0.253203856
Altarock Partners,2021/11/15,3039987054,348111886.2,154144146.2,0.230511978
Altarock Partners,2022/2/14,2440536331,140444227.3,308536054.2,0.162779333
Altarock Partners,2022/5/16,1933701335,291536845.3,415737612.2,0.099498345
Altarock Partners,2022/8/15,2613319678,472685613.2,47579773.44,0.126737356
Altarock Partners,2022/11/14,2264625507,137221845.5,93094033.76,0.066922368
Altarock Partners,2023/2/14,2619872603,234090225.2,153172795.4,0.096216929
Altarock Partners,2023/5/15,2807949177,46493428.15,94297445,0.114168843
Altarock Partners,2023/8/14,2998490036,0,146493766.1,0.13642661
Altarock Partners,2023/11/14,3241875428,69826219.41,149091389.6,0.152560271
Altarock Partners,2024/1/9,3232573240,0,0,0.147183794
Stilwell Value,2015/5/15,74143020.09,0,0,0
Stilwell Value,2015/8/14,75389777.58,267000,1014297.15,0.112321423
Stilwell Value,2015/11/16,77951159.85,91950,320651.14,0.131987387
Stilwell Value,2016/2/16,69793633.67,65950,6444309,0.054167398
Stilwell Value,2016/5/16,72824377.55,607495.4,0,0.075014725
Stilwell Value,2016/8/15,82359121.32,8218014.62,1863500.62,0.095359062
Stilwell Value,2016/11/14,89082787.18,4250562.89,5617220.08,0.149668821
Stilwell Value,2017/2/14,63787894.35,5915319.25,39317766.24,0.184428171
Stilwell Value,2017/5/15,62413304.62,3145483,2648161.45,0.155910911
Stilwell Value,2017/8/14,55648495.13,741198.5,7294574.75,0.141753116
Stilwell Value,2017/11/14,52575701.21,1242406.65,3596893.95,0.128178798
Stilwell Value,2018/2/14,54254983.78,1504210.1,3925878.06,0.139954306
Stilwell Value,2018/5/15,57961915.38,0,2618010.31,0.159166235
Stilwell Value,2018/8/14,65437850.24,1472530,804848.8,0.176422512
Stilwell Value,2018/11/14,64907363.16,1540832.11,985098.86,0.163469075
Stilwell Value,2019/2/14,84394947.77,21085702.12,2982075.94,0.159840278
Stilwell Value,2019/5/15,75733550.73,1857551.9,8396162.18,0.144114485
Stilwell Value,2019/8/14,90948138.52,15167617.08,1638089.52,0.141567561
Stilwell Value,2019/11/14,87860602.65,4098142.25,15004675.93,0.153610917
Stilwell Value,2020/2/14,81026516.34,606000,4236947.03,0.138449152
Stilwell Value,2020/5/15,51144939.81,4715086.58,845996.6,0.037749528
Stilwell Value,2020/8/14,61509479.86,4203736.63,4090838.13,0.067787911
Stilwell Value,2020/11/16,67260837.43,3330065.17,7730540.58,0.09103607
Stilwell Value,2021/2/16,81040764.95,6310431.3,1313261.3,0.106994183
Stilwell Value,2021/5/17,100448144,5525946.3,6175032.52,0.139721891
Stilwell Value,2021/8/16,83284523.6,2059932.93,20075299.05,0.135804
Stilwell Value,2021/11/15,107724382.8,21626942.61,3765874.72,0.14156557
Stilwell Value,2022/2/14,100320041.5,191995.44,8915027.85,0.138406709
Stilwell Value,2022/5/16,90762255.98,1555739.77,3907550.94,0.124125474
Stilwell Value,2022/8/15,91496420.5,1987193,5047194.53,0.125603233
Stilwell Value,2022/11/14,87324011.24,1000952.75,3913088.68,0.120497098
Stilwell Value,2023/2/14,69293917.19,2782194.64,22857269.3,0.119886391
Stilwell Value,2023/5/15,59629218.43,6939524.22,4871445.3,0.102733638
Stilwell Value,2023/8/14,59205229,12915799.44,24821987.96,0.114948795
Stilwell Value,2023/11/14,56146440.18,3747675.04,4487513,0.11044056
Stilwell Value,2024/1/9,41373718.06,0,0,0.091345824
Scion Asset Management,2016/2/16,51338821.9,0,0,0
Scion Asset Management,2016/5/16,35745691.5,9684800,31009094.96,0.536034277
Scion Asset Management,2016/8/15,36024659.5,1936850,7394810,0.639614898
Scion Asset Management,2016/11/14,11223700,3699000,28946461.75,0.466311698
Scion Asset Management,2019/2/14,78025667.84,78025667.84,18397500,0.376041752
Scion Asset Management,2019/5/15,63765806.82,17880910.18,29996670.73,0.28474361
Scion Asset Management,2019/8/14,68212362.02,38962352.04,31193837.16,0.205116198
Scion Asset Management,2019/11/14,30757540,18835841.46,63625580,0.242481494
Scion Asset Management,2020/2/14,38925000.98,31294000,20120489.02,0.203001775
Scion Asset Management,2020/5/15,62174750,46840500,11806913.82,0.07644782
Scion Asset Management,2020/8/14,75292607.3,53929107.3,73327500,0.292871229
Scion Asset Management,2020/11/16,133812117,92526858.5,54229514,0.355049652
Scion Asset Management,2021/2/16,130396945.3,56576195.28,109803561.2,0.462300005
Scion Asset Management,2021/5/17,100596575.9,55368501.51,103003047,0.472428177
Scion Asset Management,2021/8/16,77189069.2,48229369.2,84369048.44,0.476836186
Scion Asset Management,2021/11/15,46417341.56,11655000,55195381.52,0.484205996
Scion Asset Management,2022/2/14,57995347.98,48447740.74,36049318.2,0.476600773
Scion Asset Management,2022/5/16,120817482,97930482,39538083.97,0.474765969
Scion Asset Management,2022/8/15,3414261.6,3414261.6,125845794,0.466678984
